Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1972:08       0.01       8.3      117.5       0.01     8.0       0.04 
     1972:09       0.01       9.0      118.4       0.01     9.4       0.03 
     1972:10       0.01       9.8      119.8       0.01     9.1       0.04 
     1972:11       0.01       9.2      121.0       0.01     6.9       0.06 
     1972:12       0.01      10.9      122.2       0.01     8.3       0.05 
     1973:01       0.01       8.9      122.8       0.01     7.5       0.06 
     1973:02       0.04       6.6      123.9       0.01     6.5       0.07 
     1973:03       0.10       4.2      124.2       0.01     3.7       0.11 
     1973:04       0.14       2.8      124.1       0.04     1.9       0.17 
     1973:05       0.10       3.4      124.5       0.02     2.8       0.14 
     1973:06       0.25       2.7      124.6       0.03     4.8       0.08 
     1973:07       0.64      -0.6      125.2       0.01     3.7       0.13 
     1973:08       0.79      -1.7      124.7       0.13     3.6       0.15 
     1973:09       0.57      -1.3      125.2       0.02     2.8       0.20 
     1973:10       0.36      -1.5      126.0       0.01    -0.7       0.40 
     1973:11       0.32      -2.1      127.1       0.01     0.3       0.36 
     1973:12       0.21      -1.5      127.0       0.03    -0.3       0.42 
     1974:01       0.14      -0.1      126.4       0.27    -0.5       0.43 
     1974:02       0.22       1.1      125.9       0.58     0.3       0.38 
     1974:03       0.52       1.1      125.8       0.47     1.9       0.24 
     1974:04       0.92      -1.8      125.0       0.89    -0.1       0.38 
     1974:05       0.97      -4.3      125.7       0.18    -0.4       0.39 
     1974:06       1.00      -8.8      125.8       0.17    -0.3       0.40 
     1974:07       0.99      -8.9      125.9       0.14    -1.1       0.48 
     1974:08       0.99     -11.2      125.0       0.68    -2.2       0.58 
     1974:09       0.95     -10.4      124.7       0.63    -2.8       0.53 
     1974:10       0.89      -8.7      124.3       0.81    -3.1       0.49 
     1974:11       0.95      -9.9      121.9       0.99    -4.8       0.50 
     1974:12       0.79      -5.6      119.1       0.99    -4.1       0.42 
     1975:01       0.78      -5.1      117.9       0.99    -4.2       0.47 
     1975:02       0.77      -4.9      116.3       0.99    -4.3       0.42 
     1975:03       0.67      -2.7      115.1       0.99    -1.1       0.37 
     1975:04       0.22       0.3      115.0       0.90     3.1       0.19 
     1975:05       0.03       3.2      115.1       0.69     4.1       0.17 
     1975:06       0.02       4.0      115.7       0.23     3.8       0.18 
     1975:07       0.01       5.8      116.1       0.05     5.0       0.16 
     1975:08       0.01       5.5      117.3       0.01     4.4       0.20 
     1975:09       0.01       5.2      118.3       0.01     3.1       0.23 
     1975:10       0.01       5.2      118.7       0.01     2.0       0.25 
     1975:11       0.01       5.3      118.9       0.01     1.1       0.27 
     1975:12       0.01       5.9      119.8       0.01     1.5       0.25 
     1976:01       0.01       6.0      121.4       0.01     3.5       0.20 
     1976:02       0.01       5.9      122.4       0.01     3.1       0.22 
     1976:03       0.01       5.8      122.7       0.01     2.5       0.24 
     1976:04       0.01       6.4      123.2       0.01     2.4       0.26 
     1976:05       0.01       5.4      123.5       0.01     1.4       0.27 
     1976:06       0.01       4.7      123.7       0.02     1.7       0.26 
     1976:07       0.01       6.7      124.2       0.01     2.1       0.21 
     1976:08       0.01       7.0      124.4       0.01     2.9       0.18 
     1976:09       0.01       8.0      124.7       0.01     4.4       0.11 
     1976:10       0.01       6.6      124.8       0.03     2.8       0.15 
     1976:11       0.01       7.1      126.1       0.01     4.6       0.10 
     1976:12       0.01       7.6      127.2       0.01     5.4       0.11 
     1977:01       0.01       6.2      126.7       0.08     3.4       0.17 
     1977:02       0.01       7.6      128.1       0.01     5.6       0.12 
     1977:03       0.01       8.2      129.3       0.01     4.9       0.09 
     1977:04       0.01       8.5      130.1       0.01     5.4       0.09 
     1977:05       0.01       7.7      130.8       0.01     5.3       0.10 
     1977:06       0.01       7.9      131.3       0.01     5.9       0.08 
     1977:07       0.01       6.4      131.9       0.01     5.0       0.10 
     1977:08       0.01       6.0      132.2       0.01     5.1       0.08 
     1977:09       0.02       6.0      132.9       0.01     4.4       0.11 
     1977:10       0.02       5.9      133.6       0.01     4.1       0.09 
     1977:11       0.02       6.7      134.2       0.01     5.9       0.07 
     1977:12       0.02       6.9      134.5       0.01     6.3       0.07 
     1978:01       0.05       5.1      133.1       0.30     3.5       0.13 
     1978:02       0.05       4.9      133.8       0.04     3.7       0.14 
     1978:03       0.04       5.3      135.7       0.01     4.6       0.10 
     1978:04       0.03       6.8      138.7       0.01     7.5       0.06 
     1978:05       0.05       4.7      139.3       0.01     6.4       0.09 
     1978:06       0.04       5.2      140.0       0.01     7.1       0.06 
     1978:07       0.12       3.5      139.9       0.03     3.6       0.11 
     1978:08       0.14       2.8      140.3       0.01     2.0       0.15 
     1978:09       0.18       3.0      140.6       0.02     3.4       0.11 
     1978:10       0.26       3.2      141.4       0.01     5.6       0.09 
     1978:11       0.19       3.4      142.4       0.01     6.6       0.09 
     1978:12       0.11       4.0      143.2       0.01     5.4       0.10 
     1979:01       0.31       0.4      142.7       0.09     0.1       0.35 
     1979:02       0.27       0.4      142.8       0.05    -0.3       0.32 
     1979:03       0.05       4.4      143.8       0.01     3.8       0.13 
     1979:04       0.07       4.0      142.0       0.35     2.7       0.22 
     1979:05       0.06       4.5      143.3       0.02     3.8       0.16 
     1979:06       0.09       3.8      143.5       0.03     2.8       0.17 
     1979:07       0.23       2.0      143.8       0.03     1.2       0.22 
     1979:08       0.54       0.4      143.5       0.15     2.0       0.18 
     1979:09       0.78      -0.5      143.3       0.20     3.4       0.14 
     1979:10       0.95      -3.7      143.5       0.08     2.0       0.20 
     1979:11       0.96      -5.2      143.6       0.08    -0.1       0.34 
     1979:12       0.92      -5.0      143.8       0.06    -1.1       0.34 
     1980:01       0.90      -4.0      144.2       0.02     0.5       0.25 
     1980:02       0.99      -5.0      144.0       0.12    -0.3       0.31 
     1980:03       1.00      -8.7      143.0       0.55    -3.0       0.49 
     1980:04       0.66      -5.5      140.8       0.99    -4.4       0.60 
     1980:05       0.54      -3.9      138.6       0.99    -5.3       0.52 
     1980:06       0.30      -0.9      137.5       0.99    -0.9       0.31 
     1980:07       0.28       2.2      136.8       0.99     3.6       0.15 
     1980:08       0.31       2.4      137.7       0.38     6.3       0.10 
     1980:09       0.29       3.2      139.3       0.09     7.8       0.08 
     1980:10       0.59       0.5      141.1       0.01     6.6       0.13 
     1980:11       0.91      -2.3      142.6       0.01     4.1       0.17 
     1980:12       0.77      -2.6      143.2       0.01     1.7       0.27 
     1981:01       0.49      -1.0      143.2       0.03    -0.5       0.37 
     1981:02       0.32      -0.2      142.7       0.16    -1.0       0.41 
     1981:03       0.32       0.4      142.7       0.10     0.1       0.36 
     1981:04       0.74      -1.3      141.7       0.60     0.3       0.32 
     1981:05       0.71      -2.4      142.1       0.15     1.1       0.29 
     1981:06       0.86      -3.7      142.5       0.06    -1.1       0.48 
     1981:07       0.88      -4.9      143.2       0.01    -1.5       0.48 
     1981:08       0.90      -5.7      143.1       0.05    -1.5       0.47 
     1981:09       0.83      -4.3      141.6       0.61    -2.2       0.49 
     1981:10       0.63      -3.7      141.1       0.83    -3.8       0.57 
     1981:11       0.53      -2.5      140.4       0.95    -3.5       0.58 
     1981:12       0.56      -2.0      139.4       0.99    -2.1       0.51 
     1982:01       0.72      -2.2      137.3       0.99    -2.0       0.52 
     1982:02       0.42      -1.0      139.0       0.25     0.9       0.38 
     1982:03       0.44      -2.1      138.8       0.55     0.1       0.38 
     1982:04       0.46      -2.3      138.4       0.79     0.2       0.39 
     1982:05       0.63      -2.0      138.0       0.89     0.2       0.41 
     1982:06       0.66      -2.3      137.4       0.94    -1.3       0.51 
     1982:07       0.29      -0.3      136.7       0.97    -1.1       0.43 
     1982:08       0.57      -2.4      135.7       0.99    -2.7       0.55 
     1982:09       0.29      -1.8      135.3       0.94    -1.0       0.44 
     1982:10       0.10       0.9      134.3       0.98    -0.5       0.40 
     1982:11       0.08       1.7      134.1       0.89     1.7       0.29 
     1982:12       0.01       4.7      133.8       0.89     4.2       0.16 
     1983:01       0.01       6.7      135.5       0.13     6.6       0.11 
     1983:02       0.01       6.6      134.9       0.71     5.5       0.12 
     1983:03       0.01       6.9      135.9       0.06     4.4       0.16 
     1983:04       0.01       7.8      137.2       0.01     4.5       0.15 
     1983:05       0.01       8.6      138.1       0.01     5.0       0.12 
     1983:06       0.01       8.7      138.9       0.01     7.7       0.10 
     1983:07       0.01       8.2      140.5       0.01     6.7       0.11 
     1983:08       0.01       6.1      140.9       0.01     4.6       0.16 
     1983:09       0.01       5.3      142.6       0.01     2.7       0.21 
     1983:10       0.01       6.7      143.9       0.01     4.1       0.14 
     1983:11       0.01       6.9      144.6       0.01     5.5       0.14 
     1983:12       0.01       6.9      145.9       0.01     4.2       0.15 
     1984:01       0.01       8.4      147.8       0.01     6.0       0.11 
     1984:02       0.01       9.2      148.6       0.01     6.9       0.07 
     1984:03       0.01       7.4      149.1       0.01     4.8       0.14 
     1984:04       0.01       6.2      150.3       0.01     3.8       0.13 
     1984:05       0.03       4.9      150.8       0.01     4.0       0.14 
     1984:06       0.02       4.4      151.4       0.01     4.1       0.12 
     1984:07       0.02       3.3      151.8       0.01     2.0       0.21 
     1984:08       0.02       2.2      152.3       0.01     1.0       0.25 
     1984:09       0.01       2.6      152.4       0.02     0.4       0.26 
     1984:10       0.01       2.6      152.2       0.08     1.0       0.22 
     1984:11       0.01       5.3      152.9       0.02     3.8       0.11 
     1984:12       0.01       6.2      153.3       0.01     3.8       0.12 
     1985:01       0.01       6.5      153.3       0.05     4.7       0.12 
     1985:02       0.01       6.7      153.5       0.03     3.6       0.14 
     1985:03       0.01       5.4      154.0       0.02     3.5       0.11 
     1985:04       0.01       5.4      154.0       0.04     3.3       0.11 
     1985:05       0.01       5.0      154.6       0.01     3.7       0.10 
     1985:06       0.01       5.8      154.5       0.05     4.3       0.09 
     1985:07       0.01       5.6      154.1       0.18     4.0       0.10 
     1985:08       0.01       5.3      155.0       0.03     5.3       0.06 
     1985:09       0.01       6.5      155.5       0.01     6.8       0.05 
     1985:10       0.03       4.7      155.7       0.02     4.2       0.09 
     1985:11       0.06       3.4      156.0       0.02     2.6       0.11 
     1985:12       0.04       4.5      156.6       0.01     4.5       0.07 
     1986:01       0.04       4.8      157.2       0.01     5.3       0.06 
     1986:02       0.09       3.3      156.7       0.09     4.2       0.09 
     1986:03       0.05       3.8      156.7       0.09     4.3       0.08 
     1986:04       0.04       4.3      157.5       0.02     5.3       0.06 
     1986:05       0.16       2.3      157.4       0.06     3.9       0.09 
     1986:06       0.29       1.4      157.2       0.14     3.1       0.11 
     1986:07       0.13       2.6      157.3       0.08     3.9       0.09 
     1986:08       0.05       3.6      157.7       0.05     3.5       0.10 
     1986:09       0.05       3.1      158.7       0.01     3.7       0.10 
     1986:10       0.08       2.2      158.8       0.02     3.7       0.12 
     1986:11       0.11       1.6      159.2       0.02     3.0       0.14 
     1986:12       0.03       4.3      160.2       0.01     6.7       0.06 
     1987:01       0.09       3.2      159.5       0.11     2.4       0.15 
     1987:02       0.12       2.9      161.4       0.01     2.8       0.12 
     1987:03       0.16       2.2      161.7       0.01     3.6       0.10 
     1987:04       0.37       0.7      161.6       0.04     4.1       0.11 
     1987:05       0.40      -0.1      162.4       0.01     3.2       0.14 
     1987:06       0.16       1.0      163.2       0.01     4.1       0.13 
     1987:07       0.06       1.9      164.1       0.01     4.0       0.15 
     1987:08       0.13       0.7      164.8       0.01     3.0       0.16 
     1987:09       0.45      -0.8      164.6       0.03     3.3       0.16 
     1987:10       0.36      -0.5      166.1       0.01     2.5       0.18 
     1987:11       0.42      -0.8      166.7       0.01     2.2       0.18 
     1987:12       0.17       0.3      167.7       0.01     2.2       0.20 
     1988:01       0.13       0.2      167.7       0.03    -0.1       0.30 
     1988:02       0.03       2.2      168.7       0.01     3.1       0.15 
     1988:03       0.03       3.0      169.5       0.01     4.5       0.11 
     1988:04       0.05       2.8      170.3       0.01     3.7       0.15 
     1988:05       0.07       2.7      170.3       0.03     2.2       0.18 
     1988:06       0.04       2.9      170.6       0.02     4.1       0.17 
     1988:07       0.09       1.4      171.0       0.02     1.9       0.21 
     1988:08       0.08       1.2      171.4       0.01     2.4       0.18 
     1988:09       0.09       1.5      171.5       0.04     2.1       0.18 
     1988:10       0.07       2.6      172.5       0.01     2.5       0.14 
     1988:11       0.13       2.9      172.8       0.01     3.6       0.11 
     1988:12       0.13       2.6      173.8       0.01     4.1       0.11 
     1989:01       0.13       2.4      174.3       0.01     3.9       0.13 
     1989:02       0.19       0.7      173.9       0.08     2.2       0.21 
     1989:03       0.23      -0.2      174.0       0.06     0.2       0.31 
     1989:04       0.09       1.7      174.5       0.03     1.4       0.20 
     1989:05       0.07       2.3      173.8       0.22     3.1       0.17 
     1989:06       0.08       2.0      173.4       0.28     1.3       0.22 
     1989:07       0.17       1.5      172.5       0.77     0.2       0.28 
     1989:08       0.18       1.3      173.7       0.09     2.7       0.15 
     1989:09       0.23       0.8      173.6       0.18     2.3       0.16 
     1989:10       0.15       1.8      173.6       0.18     2.7       0.15 
     1989:11       0.11       2.5      174.5       0.03     3.9       0.12 
     1989:12       0.05       4.2      174.9       0.01     4.2       0.10 
     1990:01       0.03       6.5      174.5       0.14     7.8       0.05 
     1990:02       0.09       3.8      175.6       0.02     3.8       0.15 
     1990:03       0.16       0.7      176.3       0.01    -0.9       0.31 
     1990:04       0.24      -0.2      175.6       0.12    -2.0       0.38 
     1990:05       0.22      -0.2      176.0       0.05    -0.3       0.31 
     1990:06       0.12       1.1      176.7       0.02     0.1       0.26 
     1990:07       0.11       2.0      176.6       0.05     1.0       0.22 
     1990:08       0.16       2.0      176.7       0.07     1.9       0.19 
     1990:09       0.39       0.5      176.0       0.29    -0.2       0.30 
     1990:10       0.49      -0.4      174.7       0.81    -0.5       0.34 
     1990:11       0.52      -0.6      173.3       0.99    -1.1       0.40 
     1990:12       0.43      -0.8      172.7       0.94    -1.7       0.46 
     1991:01       0.40      -1.1      171.5       0.99    -1.6       0.48 
     1991:02       0.32      -0.7      170.8       0.96    -0.5       0.40 
     1991:03       0.21       0.2      170.5       0.90     0.7       0.35 
     1991:04       0.14       0.3      170.9       0.51     1.5       0.29 
     1991:05       0.07       1.3      171.8       0.16     2.0       0.24 
     1991:06       0.06       1.5      172.5       0.02     0.9       0.27 
     1991:07       0.03       2.4      172.7       0.03     2.8       0.22 
     1991:08       0.03       2.7      172.8       0.05     1.0       0.26 
     1991:09       0.03       2.5      173.4       0.01     1.4       0.23 
     1991:10       0.06       1.9      173.2       0.08     1.5       0.23 
     1991:11       0.09       2.0      173.0       0.11     0.1       0.31 
     1991:12       0.03       4.0      172.4       0.34     1.9       0.22 
     1992:01       0.01       4.4      172.4       0.30     2.5       0.22 
     1992:02       0.01       4.5      173.3       0.06     2.9       0.19 
     1992:03       0.01       2.7      173.9       0.02     2.4       0.23 
     1992:04       0.01       2.8      174.7       0.01     2.8       0.21 
     1992:05       0.02       2.4      175.0       0.01     1.6       0.23 
     1992:06       0.02       2.5      175.2       0.03     2.2       0.20 
     1992:07       0.02       3.6      175.9       0.01     2.5       0.18 
     1992:08       0.03       3.2      175.2       0.12     0.2       0.28 
     1992:09       0.01       4.4      175.8       0.03     2.4       0.22 
     1992:10       0.01       3.9      176.5       0.01     2.5       0.21 
     1992:11       0.01       2.8      177.2       0.01     2.0       0.24 
     1992:12       0.01       3.2      179.1       0.01     4.3       0.16 
     1993:01       0.02       3.0      178.2       0.14     2.4       0.20 
     1993:02       0.02       3.5      178.5       0.08     1.9       0.22 
     1993:03       0.05       2.1      178.2       0.16     0.9       0.27 
     1993:04       0.03       2.6      179.3       0.02     1.2       0.22 
     1993:05       0.04       2.9      179.6       0.03     1.4       0.21 
     1993:06       0.03       3.3      180.2       0.02     3.2       0.17 
     1993:07       0.02       4.1      180.3       0.03     3.2       0.16 
     1993:08       0.02       4.3      180.3       0.05     3.6       0.14 
     1993:09       0.02       4.5      181.2       0.01     4.9       0.12 
     1993:10       0.01       4.5      182.0       0.01     4.0       0.13 
     1993:11       0.01       4.6      182.8       0.01     4.5       0.13 
     1993:12       0.01       5.4      184.6       0.01     5.2       0.11 
     1994:01       0.01       4.6      183.7       0.13     2.4       0.18 
     1994:02       0.02       4.8      183.9       0.06     1.3       0.24 
     1994:03       0.02       5.0      185.8       0.01     3.2       0.15 
     1994:04       0.04       4.4      187.0       0.01     4.7       0.11 
     1994:05       0.07       3.2      188.0       0.01     4.3       0.12 
     1994:06       0.08       3.0      188.6       0.01     3.9       0.14 
     1994:07       0.06       2.7      188.8       0.01     2.3       0.16 
     1994:08       0.04       3.3      189.9       0.01     4.1       0.13 
     1994:09       0.04       3.9      190.4       0.01     3.3       0.13 
     1994:10       0.06       3.4      191.7       0.01     3.5       0.14 
     1994:11       0.16       1.9      192.3       0.01     3.8       0.15 
     1994:12       0.09       2.2      193.8       0.01     3.9       0.14 
     1995:01       0.08       1.7      194.5       0.01     2.6       0.19 
     1995:02       0.11       1.4      194.5       0.02     0.9       0.24 
     1995:03       0.13       1.8      194.3       0.06     0.6       0.24 
     1995:04       0.10       2.9      193.9       0.15     1.6       0.20 
     1995:05       0.08       3.2      194.0       0.10     3.0       0.17 
     1995:06       0.04       3.7      194.8       0.03     2.3       0.16 
     1995:07       0.04       3.8      194.8       0.07     3.1       0.15 
     1995:08       0.04       3.5      196.3       0.01     5.4       0.11 
     1995:09       0.06       2.7      196.8       0.01     4.8       0.11 
